LVLID,NAME,ADM1NAME,POP_90
NGP031026000000000000,Ibarapa North,Oyo,"42558"
NGP031027000000000000,Ibadan North East,Oyo,"275627"
NGP031028000000000000,Afijio,Oyo,"82792"
NGP031029000000000000,Ibadan South West,Oyo,"277047"
NGP031030000000000000,Ibadan North West,Oyo,"147918"
NGP031031000000000000,Ibarapa East,Oyo,"65897"
NGP031032000000000000,Ibadan South East,Oyo,"225800"
NGP032001000000000000,Pankshin,Plateau,"115163"
NGP032002000000000000,Qua'an Pan,Plateau,"141082"
NGP032003000000000000,Riyom,Plateau,"56308"
NGP032004000000000000,Jos South,Plateau,"202124"
NGP032005000000000000,Langtang North,Plateau,"94707"
NGP032006000000000000,Jos North,Plateau,"392831"
NGP032007000000000000,Shendam,Plateau,"178738"
NGP032008000000000000,Jos East,Plateau,"55884"
NGP032009000000000000,Barkin Ladi,Plateau,"102248"
NGP032010000000000000,Kanke,Plateau,"65398"
NGP032011000000000000,Langtang South,Plateau,"47108"
NGP032012000000000000,Wase,Plateau,"102491"
NGP032013000000000000,Kanam,Plateau,"113500"
NGP032014000000000000,Bokkos,Plateau,"95218"
NGP032015000000000000,Bassa,Plateau,"121652"
NGP032016000000000000,Mangu,Plateau,"181397"
NGP032017000000000000,Mikang,Plateau,"38667"
NGP033001000000000000,Ahoada East,Rivers,"62238"
NGP033002000000000000,Ogba/Egbema/Ndoni,Rivers,"190751"
NGP033003000000000000,Andoni,Rivers,"179613"
NGP033004000000000000,Degema,Rivers,"95889"
NGP033005000000000000,Ogu Bolo,Rivers,"48233"
NGP033006000000000000,Ahoada West,Rivers,"119576"
NGP033007000000000000,Oyigbo,Rivers,"85334"
NGP033008000000000000,Omumma,Rivers,"44325"
NGP033009000000000000,Akuku Toru,Rivers,"102169"
NGP033010000000000000,Bonny,Rivers,"76124"
NGP033011000000000000,Abua/Odual,Rivers,"134420"
NGP033012000000000000,Etche,Rivers,"197971"
NGP033013000000000000,Port-Harcourt,Rivers,"440399"
NGP033014000000000000,Obio/Akpor,Rivers,"263017"
NGP033015000000000000,Ikwerre,Rivers,"125385"
NGP033016000000000000,Gokana,Rivers,"159461"
NGP033017000000000000,Tai,Rivers,"78945"
NGP033018000000000000,Khana,Rivers,"207095"
NGP033019000000000000,Okrika,Rivers,"153118"
NGP033020000000000000,Asari-Toru,Rivers,"166788"
NGP033021000000000000,Eleme,Rivers,"51228"
NGP033022000000000000,Opobo/Nkoro,Rivers,"49862"
NGP033023000000000000,Emuoha,Rivers,"154923"
NGP034001000000000000,Goronyo,Sokoto,"106666"
NGP034002000000000000,Bodinga,Sokoto,"114067"
NGP034003000000000000,Tangaza,Sokoto,"85947"
NGP034004000000000000,Sokoto North,Sokoto,"151931"
NGP034005000000000000,Tambuwal,Sokoto,"146976"
NGP034006000000000000,Gada,Sokoto,"147915"
NGP034007000000000000,Sabon Birni,Sokoto,"152994"
NGP034008000000000000,Binji,Sokoto,"54239"
NGP034009000000000000,Gwadabawa,Sokoto,"142996"
NGP034010000000000000,Rabah,Sokoto,"91119"
NGP034011000000000000,Tureta,Sokoto,"39909"
NGP034012000000000000,Isa,Sokoto,"83849"
NGP034013000000000000,Gudu,Sokoto,"42172"
NGP034014000000000000,Sokoto South,Sokoto,"125031"
NGP034015000000000000,Silame,Sokoto,"65122"
NGP034016000000000000,Shagari,Sokoto,"90194"
NGP034017000000000000,Yabo,Sokoto,"77357"
NGP034018000000000000,Dange-Shuni,Sokoto,"130630"
NGP034019000000000000,Kware,Sokoto,"116139"
NGP034020000000000000,Illela,Sokoto,"131930"
NGP034021000000000000,Wurno,Sokoto,"100964"
NGP034022000000000000,Wamako,Sokoto,"140137"
NGP034023000000000000,Kebbe,Sokoto,"58716"
NGP035001000000000000,Yorro,Taraba,"58096"
NGP035002000000000000,Gassol,Taraba,"170238"
NGP035003000000000000,Takum,Taraba,"95478"
NGP035004000000000000,Gashaka,Taraba,"49765"
NGP035005000000000000,Bali,Taraba,"148723"
NGP035006000000000000,Ardo-Kola,Taraba,"66553"
NGP035007000000000000,Karim Lamido,Taraba,"134268"
NGP035008000000000000,Kurmi,Taraba,"49734"
NGP035009000000000000,Ussa,Taraba,"52374"
NGP035010000000000000,Ibi,Taraba,"58150"
NGP035011000000000000,Zing,Taraba,"78654"
NGP035012000000000000,Lau,Taraba,"63513"
NGP035013000000000000,Jalingo,Taraba,"74108"
NGP035014000000000000,Wukari,Taraba,"157170"
NGP035015000000000000,Donga,Taraba,"84626"
NGP035016000000000000,Sardauna,Taraba,"170713"
NGP036001000000000000,Geidam,Yobe,"86991"
NGP036002000000000000,Nangere,Yobe,"63573"
NGP036003000000000000,Damaturu,Yobe,"57930"
NGP036004000000000000,Barde,Yobe,"106206"
NGP036005000000000000,Jakusko,Yobe,"80326"
NGP036006000000000000,Potiskum,Yobe,"176718"
NGP036007000000000000,Gujba,Yobe,"76510"
NGP036008000000000000,Tarmua,Yobe,"41544"
NGP036009000000000000,Gulani,Yobe,"68959"
NGP036010000000000000,Nguru,Yobe,"89736"
NGP036011000000000000,Fune,Yobe,"124817"
NGP036012000000000000,Fika,Yobe,"118918"
NGP036013000000000000,Borsari,Yobe,"70326"
NGP036014000000000000,Karasuwa,Yobe,"50436"
NGP036015000000000000,Yusufari,Yobe,"66263"
NGP036016000000000000,Yunusari,Yobe,"76160"
NGP036017000000000000,Machina,Yobe,"44274"
NGP037001000000000000,Kaura Namoda,Zamfara,"168144"
NGP037002000000000000,Anka,Zamfara,"72846"
NGP037003000000000000,Bakura,Zamfara,"62443"
NGP037004000000000000,Maru,Zamfara,"194128"
NGP037005000000000000,Maradun,Zamfara,"131423"
NGP037006000000000000,Bungudu,Zamfara,"189783"
NGP037007000000000000,Talata Mafara,Zamfara,"129193"
NGP037008000000000000,Gummi,Zamfara,"160102"
NGP037009000000000000,Birnin Magaji/Kiyaw,Zamfara,"102982"
NGP037010000000000000,Gusau,Zamfara,"259336"
NGP037011000000000000,Shinkafi,Zamfara,"98375"
NGP037012000000000000,Zurmi,Zamfara,"176683"
NGP037013000000000000,Bukkuyum,Zamfara,"108226"
